% Model:              smaller_outlet.mph
% Version:            COMSOL 5.3.1.180
% Date:               Mar 19 2018, 10:15
% Dimension:          2
% Nodes:              1330
% Expressions:        19
% Description:        , , , , , , , , , , , , , , , , , , 
% Length unit:        m
% cpl1x                   cpl1y                    PdensityN (W/m^3)        Tp22 (K)                 Tp23 (K)                 Tp24 (K)                 Tp3 (K)                  Flux1 (1/(m^2*s))        Flux2 (1/(m^2*s))        Flux3 (1/(m^2*s))        Flux4 (1/(m^2*s))        Flux5 (1/(m^2*s))        Flux6 (1/(m^2*s))        Flux7 (1/(m^2*s))        Flux8 (1/(m^2*s))        Conc1 (1/(m^2*s))        Conc2 (1/(m^2*s))        Conc3 (1/(m^2*s))        Conc4 (1/(m^2*s))        Conc5 (1/(m^2*s))        Conc6 (1/(m^2*s))
0.025                     0.48                     0                        NaN                      NaN                      NaN                      NaN                      7.374388874056813E-4     0.0070406388471058266    0.03003944367790427      0.018535407706526424     0.05976696310930795      0.28759431356536824      0.40451664201009097      0.11663978287886527      -1.0206418581523155E-5   -1.8836018332603245E-5   -5.338016053342436E-6    -5.25051315075187E-6     -3.5925774811442455E-7   -2.1051360045723292E-8
0.07500000000000001       0.48                     0                        NaN                      NaN                      NaN                      NaN                      9.75551698776806E-4      0.008884081302216263     0.03571599746584239      0.021567145728036308     0.06033577991230589      0.2844552849089696       0.3989962399395982       0.11498944398923609      5.993685040794406E-6     1.1068368208555305E-5    3.1367042339465326E-6    3.0852968935959656E-6    2.1110601769378867E-7    1.2373016590941561E-8
0.125                     0.48                     0                        NaN                      NaN                      NaN                      NaN                      0.0011270346401074673    0.00995178046492075      0.0386564937514026       0.023056134706443174     0.06046415376008556      0.28243484447835765      0.39632944101862155      0.11433141259687839      1.4259241000978705E-5    2.631555458551335E-5     7.457664830869133E-6     7.335425337472732E-6     5.019173836271794E-7     2.941019151183294E-8
0.17500000000000002       0.48                     0                        NaN                      NaN                      NaN                      NaN                      0.001958465425307967     0.015739747774905607     0.05431674847814123      0.03089025004584121      0.060664452600692184     0.2702342464289092       0.38304599181362115      0.11162385147896768      -1.5535311384851002E-5   -2.860636969294807E-5    -8.106870293641284E-6    -7.973944145303688E-6    -5.456216794953776E-7    -3.19329663389408E-8
0.225                     0.48                     0                        NaN                      NaN                      NaN                      NaN                      0.0030638319224720774    0.02331617338678007      0.0710628077417376       0.03859798898712432      0.06066947612728817      0.2571845108116058       0.3692470691618902       0.10873930037926803      3.282731058194344E-4     6.043974766199695E-4     1.7128249597286687E-4    1.684740884506939E-4     1.1527962493203109E-5    6.746351280436492E-7
0.275                     0.48                     0                        NaN                      NaN                      NaN                      NaN                      0.005225362726632644     0.03571318898238805      0.09386888528792058      0.048155101727343205     0.06103497090352871      0.2410245151183638       0.34809852497131827      0.10321973138728488      5.306644987433286E-4     9.772373942726132E-4     2.769430292783099E-4     2.724022867491932E-4     1.863927040832005E-5     1.0909253443193005E-6
0.32500000000000007       0.48                     0                        NaN                      NaN                      NaN                      NaN                      0.010080573370858102     0.05854204531403933      0.12608179120169594      0.05931184423079771      0.06267756000687662      0.22297629231413857      0.3111845699812014       0.09081366450123084      -5.442390314650662E-4    -0.0010007446359879845   -2.836047522855378E-4    -2.78953957071105E-4     -1.9087964369850213E-5   -1.1162956899147623E-6
0.37500000000000006       0.48                     0                        NaN                      NaN                      NaN                      NaN                      0.011887526346298484     0.06692020360860426      0.13766493753710868      0.06325743439903284      0.0632857851368261       0.21657623562229875      0.29769869932131443      0.08623168510959663      -0.0011305917347133726   -0.0020799793115260524   -5.894531487307473E-4    -5.79787372556925E-4     -3.967279599678935E-5    -2.3207597818878553E-6
0.42500000000000004       0.48                     0                        NaN                      NaN                      NaN                      NaN                      0.023320302757607176     0.10525749432573046      0.17426914238660293      0.06770008206743786      0.06503425660151539      0.18241082539651887      0.23851697146095402      0.06676301010593792      0.0026247659931532613    0.004838932031533343     0.0013713237010049965    0.001348842497435683     9.229387484254959E-5     5.404980310588684E-6
0.47500000000000003       0.48                     2029740.8694625334       881.7456545847604        881.6569561655712        878.9973999616869        878.8237736713307        0.03598388802956268      0.14772203072756696      0.21481401554315205      0.072621008145066        0.06697096179823135      0.14456729813943506      0.17296396575710565      0.04519841221902796      0.006784411131187807     0.012502706833887186     0.0035431902662728986    0.0034851012624136793    2.3846757133651946E-4    1.3962443951115095E-5
0.525                     0.48                     2029740.869462532        879.6372927476314        879.5485943428016        876.8890385694707        876.7154123072224        0.035983888029562656     0.14772203072756687      0.2148140155431519       0.07262100814506595      0.06697096179823131      0.14456729813943497      0.17296396575710554      0.045198412219027935     0.006784411131187803     0.012502706833887179     0.0035431902662728964    0.003485101262413677     2.3846757133651932E-4    1.3962443951115087E-5
0.5750000000000001        0.48                     1268542.4476720353       877.7917838610446        877.7363493271989        876.0741860130562        875.9656734537878        0.04918168034708838      0.19476281041495735      0.24596421767144344      0.06792476990402001      0.06567684185341975      0.09567540742960606      0.09983217491383592      0.023084742717481517     0.010623983654909224     0.019580651283033608     0.005549036339801723     0.005458063593381743     3.73466682508566E-4      2.186802297242413E-5
0.6250000000000001        0.48                     1543770.1016044032       879.1183830963334        879.0509212982681        877.0281294017445        876.8960735900854        0.030041019150964746     0.12583966912998776      0.18570879093012024      0.05933921912085834      0.0590833960232996       0.10890191026131785      0.1296230055090505       0.03392598657482472      0.005923778225085001     0.01091781481395911      0.003094041672096018     0.0030433168860955206    2.0823824046582425E-4    1.2193169948501268E-5
0.675                     0.48                     1605202.5416011706       879.361773028816         879.2916266688137        877.1883401770141        877.05102936155          0.026118455741897702     0.11171925531678008      0.173451935304399        0.0576731834165375       0.057783578810044166     0.11196249461793667      0.13619099105026689      0.03627655296889993      0.004955279337374753     0.00913278600802192      0.002588175467473583     0.002545744005854154     1.7419194309390275E-4    1.019960236016049E-5
0.7250000000000001        0.48                     1605202.5416011717       879.2939747008611        879.2238283418337        877.1205418792657        876.9832310657101        0.026118455741897723     0.11171925531678016      0.17345193530439912      0.05767318341653754      0.05778357881004421      0.11196249461793675      0.136190991050267        0.03627655296889996      0.004955279337374757     0.009132786008021927     0.002588175467473585     0.0025457440058541557    1.7419194309390288E-4    1.0199602360160498E-5
0.775                     0.48                     0                        NaN                      NaN                      NaN                      NaN                      0.026118455741897712     0.11171925531678013      0.1734519353043991       0.05767318341653753      0.0577835788100442       0.11196249461793673      0.13619099105026697      0.03627655296889994      0.0049552793373747565    0.009132786008021926     0.0025881754674735844    0.0025457440058541557    1.7419194309390283E-4    1.0199602360160496E-5
0.8250000000000001        0.48                     0                        NaN                      NaN                      NaN                      NaN                      0.02611845574189772      0.11171925531678016      0.17345193530439912      0.05767318341653754      0.0577835788100442       0.11196249461793674      0.13619099105026697      0.03627655296889995      0.004955279337374757     0.009132786008021927     0.002588175467473585     0.002545744005854156     1.7419194309390288E-4    1.0199602360160496E-5
